,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
4453,"Chicago, IL",social impact,Copywriter Specialist,https://www.indeed.com/rc/clk?jk=edfe07c59f5e055f&fccid=5a3ef63f55aa5ca2&vjs=3,CME Group," In all social-media-specific concepts, understand various execution formats and incorporate copy/creative/layout best practices for multiple social media","Chicago, IL
+1 location","Posted
Posted 30+ days ago",4.1,10/10/2022,
4454,"Chicago, IL",social impact,Nonproliferation Policy Specialist,https://www.indeed.com/rc/clk?jk=18652e9cfa2e32f0&fccid=5d1506a5df73a48e&vjs=3,Argonne National Laboratory, Provide policy expertise and support to Department programs in areas related to national security and nonproliferation of WMD-related technologies,"Lemont, IL 60439","Posted
Posted 30+ days ago",4.3,10/10/2022,
4455,"Chicago, IL",social impact,Data Strategist,https://www.indeed.com/rc/clk?jk=23fc936017e9e32f&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," A relentless commitment to racial and social justice and public school improvement.
 Bachelor’s degree in education, policy studies or related social science","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4456,"Chicago, IL",social impact,Media Relations Manager,https://www.indeed.com/rc/clk?jk=acef8a9fca9b0db0&fccid=5cb727313a823dd6&vjs=3,The University of Chicago, The Harris School of Public Policy offers a full range of degree and executive education programs to empower a new generation of data-driven leaders to create a,"Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4457,"Chicago, IL",social impact,Development Associate – Donor Relations,https://www.indeed.com/rc/clk?jk=5ffd63205186e65c&fccid=aa30526d6a4866a8&vjs=3,Children's Home & Aid," Implement department stewardship tasks, including sending birthday/anniversary cards and flyers with program updates, coordinating social media posts with","Remote in Chicago, IL 60606
+1 location","Posted
Posted 30+ days ago",3.5,10/10/2022,
4458,"Chicago, IL",social impact,"Manager, Influencer Relations & Business Affairs",https://www.indeed.com/rc/clk?jk=4e0a5d66f4afbd4a&fccid=d73a536be7f40ecf&vjs=3,Zeno Group," Strong understanding of social media, Influencers, content creators and the larger Influencer Marketing ecosystem","Chicago, IL 60601 
(The Loop area)
+1 location","Posted
Posted 30+ days ago",4.3,10/10/2022,
4459,"Chicago, IL",social impact,"PT Associate Banker - South Wabash (Chicago, IL) - 30 Hours",https://www.indeed.com/rc/clk?jk=6596636239983155&fccid=c9b51b880e5f15f6&vjs=3,BMO Harris Bank," Confident and experienced in the use of social media, tablets, Smart phones, online tools, and applications.
 Collaborates with BMO partners to identify referral","Chicago, IL 60605 
(South Loop area)
+6 locations","Posted
Posted 5 days ago",3.5,10/10/2022,
4460,"Chicago, IL",social impact,Analyst Care Management Field - Must live in IL,https://www.indeed.com/rc/clk?jk=38a0285eeefa3036&fccid=be3b11aa573faee7&vjs=3,CVS Health," Minimum of 2 years of experience in behavioral health or social services field.
 Identifies high risk factors and service needs that may impact member outcomes","Oak Park, IL
+4 locations","Posted
Posted 11 days ago",3.3,10/10/2022,
4461,"Chicago, IL",social impact,2023 New Graduate (January) - Software Development Engineer...,https://www.indeed.com/rc/clk?jk=0bc51af0fa654f7a&fccid=160efb82f2462f14&vjs=3,Expedia Group," Core Development - Design, develop and launch Front End, Back End, and Full Stack solutions which impact critical business or e-commerce systems","Chicago, IL
+1 location","Posted
Posted 12 days ago",3.9,10/10/2022,
4462,"Chicago, IL",social impact,Sr. Administrative Coordinator,https://www.indeed.com/rc/clk?jk=303278c0d3a3a89f&fccid=419a6eb7ce26e9be&vjs=3,National Louis University," Assist as needed with web page updates on social media.
 The primary purpose of the Senior Administrative Coordinator is to provide high level administrative","Wheeling, IL 60090","Posted
Posted 6 days ago",3.7,10/10/2022,
4463,"Chicago, IL",social impact,Lead Store Associate,https://www.indeed.com/rc/clk?jk=152fd874d62aa127&fccid=6022baab463e8cb8&vjs=3,Curaleaf, Summary The Lead Store Associate is responsible for assisting the Dispensary Management team in all operational aspects of running the dispensary and ensuring,"Worth, IL
+2 locations","Posted
Posted 9 days ago",2.2,10/10/2022,
4464,"Chicago, IL",social impact,"Managing Director, Client Development (Midwest Region)",https://www.indeed.com/rc/clk?jk=1d425c190c90094f&fccid=ab498aef7386f0fe&vjs=3,Arabella Advisors," Helping our clients achieve the impacts they seek runs through both types of work.
 They will have a proven track record of working with institutions,","Hybrid remote in Chicago, IL 60603","Posted
Posted 2 days ago",,10/10/2022,
4465,"Chicago, IL",social impact,Community Health Worker I,https://www.indeed.com/rc/clk?jk=6c50d0ee94661b81&fccid=c0d7ede21095f25a&vjs=3,The University of Chicago Medicine," Providing guidance around necessary referrals to social and/or health assistance services.
 You determine the processes, systems and behaviors that directly","Chicago, IL 60637 
(Hyde Park area)","Posted
Posted 3 days ago",3.8,10/10/2022,
4466,"Chicago, IL",social impact,North America Lead – Financial & Regulatory Compliance Inves...,https://www.indeed.com/rc/clk?jk=aeb56c894b0ddd3a&fccid=a4e4e2eaf26690c9&vjs=3,Accenture, Responsible for strategic decisions and outcomes relating to investigations that will have an impact on the Corporate Investigations group,"Chicago, IL","Posted
Posted 30+ days ago",4,10/10/2022,
4467,"Chicago, IL",social impact,"Administrator, Lever for Change",https://www.indeed.com/rc/clk?jk=fb2b0939444be4db&fccid=63e775ad00eeb3dd&vjs=3,MacAthur Foundation," The Administrator, Lever for Change provides broad, professional administrative support to various Lever for Change departments, focusing primarily on support","Chicago, IL","Posted
Posted 5 days ago",,10/10/2022,
4468,"Chicago, IL",social impact,Research Analyst,https://www.indeed.com/rc/clk?jk=2035bc4850c039c3&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Our mission is to combine world-class data science and research, in partnership with government agencies, to substantially improve the effectiveness of the","Chicago, IL 60637 
(Woodlawn area)
+1 location","Posted
Posted 3 days ago",4.1,10/10/2022,
4469,"Chicago, IL",social impact,"Analyst Care Management - McHenry/Lake Counties, IL",https://www.indeed.com/rc/clk?jk=e55b7b72a4ab26c9&fccid=be3b11aa573faee7&vjs=3,CVS Health," Minimum of 2 years of experience in behavioral health or social services field.
 Identifies high risk factors and service needs that may impact member outcomes","Remote in Downers Grove, IL","Posted
Posted 30+ days ago",3.3,10/10/2022,
4470,"Chicago, IL",social impact,Microbiome Center Administrator,https://www.indeed.com/rc/clk?jk=1df1a0ad074c7d0f&fccid=5cb727313a823dd6&vjs=3,The University of Chicago, Maintains an informative and integrative presence of microbiome research at the three institutions through maintenance of website and social media platforms,"Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4471,"Chicago, IL",social impact,Medical Social Worker,https://www.indeed.com/rc/clk?jk=34e64f063eea1f03&fccid=4ec99868f4052afc&vjs=3,Ann & Robert H. Lurie Children’s Hospital of...," May precept social work students.
 Educates interdisciplinary team regarding how social and emotional issues impact on a family's coping with illness and","Chicago, IL 60611 
(Streeterville area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
4472,"Chicago, IL",social impact,BOSC Plant Finance Analyst,https://www.indeed.com/rc/clk?jk=e1c1616cd0a9e42a&fccid=d7d9a8241ba2f3ec&vjs=3,Cargill," Upon hire, you will be asked to provide your vaccination status, and if unvaccinated or if you choose not to disclose, you would be expected to follow Cargill’s","Chicago, IL 60617 
(Calumet River area)","Posted
Posted 3 days ago",3.8,10/10/2022,
4473,"Chicago, IL",social impact,Field Technical Specialist,https://www.indeed.com/rc/clk?jk=3d39f9bc0db2254a&fccid=5fdf2415a4f9db15&vjs=3,"Kia America, Inc.", This position significantly impacts and contributes to the organization for improved customer/dealer satisfaction and provides important product quality data to,"Chicago, IL","Posted
Posted 6 days ago",,10/10/2022,
4474,"Chicago, IL",social impact,"Consultant, Application Development-2",https://www.indeed.com/rc/clk?jk=a4121e21f1562cbb&fccid=f99648405c7e9e3a&vjs=3,CIBC," We work to recognize you in meaningful, personalized ways including a competitive salary, incentive pay, banking benefits, a health benefits program, defined","Chicago, IL 
(The Loop area)","Posted
Posted 23 days ago",3.8,10/10/2022,
4475,"Chicago, IL",social impact,Regional Coordinator,https://www.indeed.com/rc/clk?jk=f9f076cfed071ba8&fccid=489885dfc7f6c8d6&vjs=3,Anti-Defamation League," Familiarity with social media best practices and platforms including Twitter and Facebook.
 SUPERVISION EXERCISED: May serve as Supervisor for interns, serve as","Chicago, IL 60603 
(The Loop area)","Posted
Posted 24 days ago",4.3,10/10/2022,
4476,"Chicago, IL",social impact,ISHA Project Coordinator,https://www.indeed.com/rc/clk?jk=dc356b3bb51a5bbb&fccid=e87c07079f6e369f&vjs=3,AmeriCorps," The long-term impact will enable Illinois to develop the amount of supportive housing needed to ensure the housing vulnerable, including the substance use","Remote in Chicago, IL 60612","Posted
Posted 30+ days ago",4.3,10/10/2022,
4477,"Chicago, IL",social impact,Recovery Navigator - A Safe Haven Foundation,https://www.indeed.com/rc/clk?jk=ca4141b7c2903773&fccid=c533a2b5bf6a4785&vjs=3,"Reading & Math, Inc."," Assist clients in navigating social services resources, programs, and benefit systems.
 Your commitment to Recovery Corps will be 40 hours per week","Chicago, IL 60608 
(Archer Heights area)
+1 location","Posted
Posted 30+ days ago",4,10/10/2022,
4478,"Chicago, IL",social impact,Photographer 403(g),https://www.indeed.com/rc/clk?jk=6793a67662d39379&fccid=68c045433ddb0032&vjs=3,CBS Television Stations," Will support multi-platform social media strategies and cbschicago.com.
 Ideal candidate will have an expert understanding of NPPA style principles, a keen eye","Chicago, IL 60602 
(Loop area)","Posted
Posted 4 days ago",4,10/10/2022,
4479,"Chicago, IL",social impact,Family Finding Resource Specialist,https://www.indeed.com/rc/clk?jk=b881be07588e4544&fccid=aa30526d6a4866a8&vjs=3,Children's Home & Aid," You are skilled in the use of social media and other web-based search methods.
 Assist in the recruitment of caregivers, including attending recruitment and","Hybrid remote in Chicago, IL 60612
+1 location","Posted
Posted 30+ days ago",3.5,10/10/2022,
4480,"Chicago, IL",social impact,Human Resource Coordinator - Diversity and Culture,https://www.indeed.com/rc/clk?jk=df4d9698e5dba9f6&fccid=21ca1cbfc5e6ede8&vjs=3,Enlivant," Health, Dental, Vision and MANY more insurance options.
 New Child Leave Benefit | Enlivant.
 …help to support and drive HR strategies that are aligned with the","Chicago, IL 60611 
(Near North area)","Posted
Posted 3 days ago",2.7,10/10/2022,
4481,"Chicago, IL",social impact,Communications Coordinator,https://www.indeed.com/rc/clk?jk=f0cf5e39a3bd48f8&fccid=5d1506a5df73a48e&vjs=3,Argonne National Laboratory," Ability to translate scientific and technical content for both basic and sophisticated audiences, focusing on the impact of the work in real-world terms","Lemont, IL 60439","Posted
Posted 30+ days ago",4.3,10/10/2022,
4482,"Chicago, IL",social impact,ESG Investing Analyst - Fixed Income,https://www.indeed.com/rc/clk?jk=2d6f023259e64cd5&fccid=4983b5e32f963a34&vjs=3,Neuberger Berman," Interest in ESG investing, sustainability or impact investing with a focus on how ESG related factors impact credit quality and investment decisions","Chicago, IL 60603 
(The Loop area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
4483,"Chicago, IL",social impact,Quality Evaluator Sr,https://www.indeed.com/rc/clk?jk=77e4517eb9454da6&fccid=2a4da7fa99f4b9ae&vjs=3,Elevance Health," Requires BA/BS in nursing, social work, respiratory therapy or related clinical field and minimum of 5 years of experience in managed care which includes","Remote in Chicago, IL 60610","Posted
Posted 8 days ago",3.6,10/10/2022,
4484,"Chicago, IL",social impact,Business Analyst,https://www.indeed.com/rc/clk?jk=b7faea186d13aaac&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," The University of Chicago is a private institution encompassing the undergraduate College, six professional schools (Business, Law, Divinity, Public Policy,","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4485,"Chicago, IL",social impact,"Project and Production Manager, Multimedia",https://www.indeed.com/rc/clk?jk=3e7e1cb2671012e3&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," We collaborate with departments, units, and affiliated partners locally and globally to create innovative content that achieves their communication goals while","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4486,"Chicago, IL",social impact,Sr. Brand Manager- Brand Communications - Oscar Mayer,https://www.indeed.com/rc/clk?jk=fb7f00e08b0b543a&fccid=ef4be98af276034b&vjs=3,Kraft Heinz Company, ABM responsible for partnering on brief development and execution of 360 marketing campaigns and activations- bringing the brand into culture- and exploding,"Hybrid remote in Chicago, IL","Posted
Posted 30+ days ago",3.5,10/10/2022,
4487,"Chicago, IL",social impact,Case Mananger,https://www.indeed.com/rc/clk?jk=4f6f70c1fe2408d8&fccid=1478f375b56b55d4&vjs=3,The Salvation Army," Must be able to work with clients that have poor social skills, suffer from mental illness, and have substance abuse problems","Chicago, IL 60640 
(Margate Park area)","Posted
Posted 5 days ago",3.9,10/10/2022,
4488,"Chicago, IL",social impact,Director of Student Relations,https://www.indeed.com/rc/clk?jk=3caab3a0161ce1e9&fccid=024dcbbc003b6780&vjs=3,Columbia College Chicago," Knowledge of community based social services and welfare agencies and their functions.
 Assess, analyze, and organize semester and yearly reports to demonstrate","Chicago, IL 60605 
(South Loop area)
+1 location","Posted
Posted 30+ days ago",4.3,10/10/2022,
4489,"Chicago, IL",social impact,Community Navigator – Family Wellness (Bilingual),https://www.indeed.com/rc/clk?jk=8d93fa9aeabc6d42&fccid=aa30526d6a4866a8&vjs=3,Children's Home & Aid," You have a Bachelor's Degree in a social services field, OR some relevant college coursework plus two years' relevant professional experience, OR high school","Hybrid remote in Chicago, IL 60612","Posted
Posted 30+ days ago",3.5,10/10/2022,
4490,"Chicago, IL",social impact,Director of Human Resources,https://www.indeed.com/rc/clk?jk=83e8ab115a1a2fbf&fccid=71ed11f63377977e&vjs=3,Anixter Center," Shift/Hours: Weekdays with occasional evening or weekend hours.
 The Director manages the day-to-day operations of the human resources department, serves as the","Hybrid remote in Chicago, IL 60640","Posted
Posted 30+ days ago",3.6,10/10/2022,
4491,"Chicago, IL",social impact,Associate Graphic Designer,https://www.indeed.com/rc/clk?jk=0e0cba312560bd68&fccid=e198e2c44e180800&vjs=3,Gallup," In this role, you will be responsible for the design and layout of a variety of materials, such as brochures, reports, presentations, ads, learning materials,","Hybrid remote in Chicago, IL","Posted
Posted 30+ days ago",3.8,10/10/2022,
4492,"Chicago, IL",social impact,Strategist Manager-Deloitte’s Green Dot Agency,https://www.indeed.com/rc/clk?jk=567b7be327eee2c7&fccid=9e215d88a6b33622&vjs=3,Deloitte," Omni-channel experience, especially digital and social, is highly relevant.
 Partnering cross-functionally within GDA to ensure we develop and deliver effective","Chicago, IL 60606 
(The Loop area)","Posted
Posted 30+ days ago",3.9,10/10/2022,
4493,"Chicago, IL",social impact,Licensed Group Counselor/Therapist - Choose 2 Change,https://www.indeed.com/rc/clk?jk=6e97d9125b4095c2&fccid=aa30526d6a4866a8&vjs=3,Children's Home & Aid, Therapists and Counselors are supported in obtaining and maintaining clinical licensure through in-house clinical supervision and reimbursement for licensure,"Hybrid remote in Chicago, IL 60612
+1 location","Posted
Posted 22 days ago",3.5,10/10/2022,
4494,"Chicago, IL",social impact,Quality - Compliance Manager,https://www.indeed.com/rc/clk?jk=98b657f04469f2c1&fccid=6aca2553ad4fce06&vjs=3,Lutheran Social Services of Illinois," Degree in social work or related human services field is strongly preferred.
 Minimum of three years’ experience in human or social services or other related","Des Plaines, IL 60018","Posted
Posted 4 days ago",3.2,10/10/2022,
4495,"Chicago, IL",social impact,Mental Health Counselor,https://www.indeed.com/rc/clk?jk=41b07686ce3e7515&fccid=9ace139cf6afd430&vjs=3,Loyola University Chicago," Knowledge of alcohol abuse and substance use disorders and its impact on students.
 In Clinical or Counseling Psychology, or master’s degree in counseling,","Maywood, IL 60153","Posted
Posted 20 days ago",4,10/10/2022,
4496,"Chicago, IL",social impact,Executive Assistant,https://www.indeed.com/rc/clk?jk=66531d445a0f7004&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Our mission is to combine world-class data science and research, in partnership with government agencies, to substantially improve the effectiveness of the","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4497,"Chicago, IL",social impact,School Social Worker,https://www.indeed.com/rc/clk?jk=d057ce025dfb6d41&fccid=09b1fb2d5b5edeb2&vjs=3,Northwest Suburban Special Education Organization, Participate and provide professional development activities aimed at best practices for the purpose of providing comprehensive school social work services,"Mount Prospect, IL 60056","Posted
Posted 30+ days ago",4,10/10/2022,
4498,"Chicago, IL",social impact,"Director, Diversity Sourcing",https://www.indeed.com/rc/clk?jk=480e7ba24e1a5def&fccid=160efb82f2462f14&vjs=3,Expedia Group, This form is used only by individuals with disabilities who require assistance or adjustments in applying and interviewing for a job,"Chicago, IL","Posted
Posted 19 days ago",3.9,10/10/2022,
4499,"Chicago, IL",social impact,"Associate Director Programs and Operations, Community Progra...",https://www.indeed.com/rc/clk?jk=91dbf63e48c07d16&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Knowledge of Organizational Development and Management in the social impact sector.
 The Associate Director will engage at a deep level, working directly with","Chicago, IL 60637 
(Woodlawn area)
+1 location","Posted
Posted 30+ days ago",4.1,10/10/2022,
4500,"Chicago, IL",social impact,Trainer - Chicago,https://www.indeed.com/rc/clk?jk=aafaae8240c8324a&fccid=aafc789eb2faeca5&vjs=3,Acuity International, Maintain a staff training database that provides monthly and quarterly reports related to training and the impact of training on program practices and outcomes,"Chicago, IL","Posted
Posted 30+ days ago",3.8,10/10/2022,
4501,"Chicago, IL",social impact,PT Customer Service Representative,https://www.indeed.com/rc/clk?jk=8fcab9c9ef50cba7&fccid=cd33a0166a1e6aa0&vjs=3,DePaul University," Promote a customer-centric demeanor and sensitivity to cultural and social diversity of university community.
 The PT Customer Service Representative (the DePaul","Hybrid remote in Chicago, IL 60614","Posted
Posted 30+ days ago",4.3,10/10/2022,
4502,"Chicago, IL",social impact,Project Associate,https://www.indeed.com/rc/clk?jk=e38a37406eff6507&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Our research is rigorous and informed by the historic and current contexts that shape urban residents’ lives.
 Writes articles, reports and manuscripts","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4503,"Chicago, IL",social impact,MEDICAL SOCIAL WORKER III - INPATIENT,https://www.indeed.com/rc/clk?jk=eb1fe8c9edd7d022&fccid=29d12aab3f11bcf5&vjs=3,Cook County Health & Hospitals System," One (1) year of hospital social work experience is required.
 Helps patients process impact of illness or injury (short term).
 Develops a plan of care","Chicago, IL 60612 
(Illinois Medical District area)","Posted
Posted 30+ days ago",3.6,10/10/2022,
4504,"Chicago, IL",social impact,"Manager, Educare Fundraising Partnerships",https://www.indeed.com/company/Ouce-of-Prevention-Fund/jobs/Manager-5cb8ce362838ea81?fccid=aeb0f7357962a7da&vjs=3,Start Early," B.A. in social sciences, social work, education, communications, business management, liberal arts.
 Serve as an external spokesperson with potential new donors","Chicago, IL","Posted
Posted 30+ days ago",,10/10/2022,
4505,"Chicago, IL",social impact,"Sr Mgr, Public Affairs",https://www.indeed.com/rc/clk?jk=21cbce8776f95034&fccid=becffc87cf690da3&vjs=3,Medline Industries," May have limited budgetary responsibility and usually contributes to budgetary impact.
 Work closely with teams across the company, including senior leadership,","Northfield, IL","Posted
Posted 12 days ago",3.3,10/10/2022,
4506,"Chicago, IL",social impact,"Training Quality Specialist, OSSE",https://www.indeed.com/rc/clk?jk=d3e1529851fd63c0&fccid=1faa299cbcd35ef2&vjs=3,Chicago Public Schools," This position will Codify and communicate expectations related to program quality, program development, and implementation, both develop and deliver stakeholder","Chicago, IL 60602 
(The Loop area)","Posted
Posted 30+ days ago",3.8,10/10/2022,
4507,"Chicago, IL",social impact,Sales Trainer,https://www.indeed.com/rc/clk?jk=34e071d9b25cf538&fccid=13589ec98699278f&vjs=3,Sphera Solutions," Measure, analyze, and report the impact of your onboarding programs on time to rep productivity, new hire quota attainment in their first quarter, and","Chicago, IL","Posted
Posted 5 days ago",3.3,10/10/2022,
4508,"Chicago, IL",social impact,Healthcare Recruiter,https://www.indeed.com/rc/clk?jk=e2a58c26b59658ab&fccid=21ca1cbfc5e6ede8&vjs=3,Enlivant," Experience using Applicant Tracking Systems and social media for recruitment purposes.
 Using digital recruitment tools and social media to promote opportunities","Hybrid remote in Chicago, IL 60611","Posted
Posted 30+ days ago",2.7,10/10/2022,
4509,"Chicago, IL",social impact,Director of Education Marketing,https://www.indeed.com/rc/clk?jk=5ec41511890ee5e5&fccid=07d4df9d11076f28&vjs=3,Moody Bible Institute, Working in coordination with the digital marketing team and social media team to ensure a strong digital presence for Moody,"Hybrid remote in Chicago, IL 60610","Posted
Posted 30+ days ago",4.3,10/10/2022,
4510,"Chicago, IL",social impact,LCSW Psychotherapist - Rush Wellness,https://www.indeed.com/rc/clk?jk=e6371f1143617f01&fccid=67eb1da74a4682e5&vjs=3,Rush University Medical Center," This is a full-time position and is a hybrid work from home arrangement, providing both in-person and telehealth psychotherapy","Hybrid remote in Chicago, IL 60612","Posted
Posted 24 days ago",4,10/10/2022,
4511,"Chicago, IL",social impact,Family Support Specialist,https://www.indeed.com/rc/clk?jk=1d68d3e107c63892&fccid=f0b9f94cc2f932db&vjs=3,LifeWorks," Our innovative programs have a lasting impact on the health, financial security and productivity of 24,000 workplaces","Chicago, IL 60602 
(The Loop area)","Posted
Posted 30+ days ago",3,10/10/2022,
4512,"Chicago, IL",social impact,Data Entry & Support Specialist,https://www.indeed.com/rc/clk?jk=047ce3bbe968d17d&fccid=55017830b4150725&vjs=3,Institute for Nonviolence Chicago," Reporting on our team’s efforts and impact.
 Community members, leaders, social service providers, and local law enforcement to reduce","Chicago, IL 60651 
(South Austin area)","Posted
Posted 18 days ago",3,10/10/2022,
4513,"Chicago, IL",social impact,Case Manager 2,https://www.indeed.com/rc/clk?jk=fb85584e31850332&fccid=fe876865a39a3fd1&vjs=3,Metropolitan Family Services," 1 year: Experience providing case management in social service or healthcare setting.
 One year of case management experience in a social service or healthcare","Palos Hills, IL 60465
+4 locations","Posted
Posted 30+ days ago",3.6,10/10/2022,
4514,"Chicago, IL",social impact,Influencer Marketing Analyst,https://www.indeed.com/rc/clk?jk=d3dbcb8fcb9878d6&fccid=7a32ac93e6c7981e&vjs=3,Tiege Hanley," As a Influencer Marketing Analyst, you’ll play a key role in growing and executing the strategic direction of Tiege Hanley’s Influencer Marketing program","Chicago, IL 60612 
(West Town area)
+1 location","Posted
Posted 30+ days ago",,10/10/2022,
4515,"Chicago, IL",social impact,"Senior Associate, National Expansion, Professional & Busines...",https://www.indeed.com/rc/clk?jk=33a0e626ea2812ac&fccid=b8b1836cdc922c8e&vjs=3,Skills for Chicagoland's Future Internal," Bachelor’s degree preferred with course work or professional experience in communications, business management, nonprofit management, social services, or","Hybrid remote in Chicago, IL","Posted
Posted 30+ days ago",,10/10/2022,
4516,"Chicago, IL",social impact,FIA Enterprise Risk Analyst,https://www.indeed.com/rc/clk?jk=d1042c8d306496a8&fccid=aa50c21fb3d97098&vjs=3,Huron Consulting Group Inc.," With a solution-oriented approach, you will collaborate with team members to critically think, and problem solve to execute the implementation of effective","Chicago, IL 60607 
(West Loop Gate area)","Posted
Posted 10 days ago",3.4,10/10/2022,
4517,"Chicago, IL",social impact,Sr. Director - Communications & Issues Management,https://www.indeed.com/rc/clk?jk=04ea383e8793d34f&fccid=3f1dd1e53506f3cf&vjs=3,LivCor," Ideally you have a broad skillset that includes media relations, social media expertise, and briefing/advising senior stakeholders","Hybrid remote in Chicago, IL 60606","Posted
Posted 4 days ago",3.5,10/10/2022,
4518,"Chicago, IL",social impact,Reentry Specialist - Chicago,https://www.indeed.com/rc/clk?jk=78c7b356a4e57bed&fccid=704fb2ee967e460a&vjs=3,Heartland Alliance," Extensive knowledge of occupations, job skills, and labor market trends, community resources and vocational services that impact participants","Chicago, IL 60604 
(The Loop area)","Posted
Posted 30+ days ago",3.5,10/10/2022,
4519,"Chicago, IL",social impact,Newswriter/Producer,https://www.indeed.com/rc/clk?jk=25e77f6ef4b14462&fccid=68c045433ddb0032&vjs=3,CBS Television Stations," Must be knowledgeable in digital/social media platforms and ability to contribute to station strategies.
 Conceive and execute daily news programs","Chicago, IL 60602 
(Loop area)","Posted
Posted 19 days ago",4,10/10/2022,
4520,"Chicago, IL",social impact,Teach Social Science at Chicago Public Schools,https://www.indeed.com/rc/clk?jk=abbc03c79e0efb2e&fccid=1faa299cbcd35ef2&vjs=3,Chicago Public Schools," As part of the initiative to create an aligned Pre-K-12 curriculum, CPS will include the development of a new K-12 social science curriculum, aligned to the new","Chicago, IL","Posted
Posted 30+ days ago",3.8,10/10/2022,
4521,"Chicago, IL",social impact,Risk and Compliance Officer,https://www.indeed.com/rc/clk?jk=52b4445be73bad6c&fccid=52b7d3ea5627bd7b&vjs=3,Atlas Technology Solutions," Reporting to the CEO, the Risk and Compliance Officer will ensure the company's adherence to laws, regulations and reporting requirements across a global market","Remote in Chicago, IL","Posted
Posted 30+ days ago",4,10/10/2022,
4522,"Chicago, IL",social impact,Tender Manager,https://www.indeed.com/rc/clk?jk=f0dc077df38a2b2d&fccid=8774bcbf6844c59c&vjs=3,Hitachi Energy," In this independent contributor role, you will be responsible to drive and motivate indirect reports during the tender preparation.
 Ability to travel 10-15%","Remote in Chicago, IL","Posted
Posted 20 days ago",3.8,10/10/2022,
4523,"Chicago, IL",social impact,Mental Health Specialist,https://www.indeed.com/rc/clk?jk=6add6e9b4e8f6c83&fccid=acf151ea888fc139&vjs=3,Envision Unlimited," Inform supervisor of any condition that impacts the safety and wellbeing of clients served.
 Master’s Degree in social work, counseling, psychology or related","Chicago, IL 60603 
(The Loop area)","Posted
Posted 30+ days ago",3.2,10/10/2022,
4524,"Chicago, IL",social impact,Assessor and Training Specialist (COC) - PT,https://www.indeed.com/rc/clk?jk=56c4b6bd9583aeaa&fccid=419a6eb7ce26e9be&vjs=3,National Louis University," NLU employees and dependents are offered a wide range of benefits, including but not limited to, Health Insurance benefits, Retirement benefits, Paid Time Off","Chicago, IL 60603 
(The Loop area)
+1 location","Posted
Posted 12 days ago",3.7,10/10/2022,
4525,"Chicago, IL",social impact,Workforce Absence Care Team Representative,https://www.indeed.com/rc/clk?jk=83b8b672578ec20c&fccid=bd69ad795ae64118&vjs=3,Sedgwick," Workforce Absence Care Team Representative.
 PRIMARY PURPOSE: To actively research, resolve, and administer escalated inquires for all lines of business","Chicago, IL","Posted
Posted 24 days ago",3,10/10/2022,
4526,"Chicago, IL",social impact,"Ambassador, Retail Customer Service & Operations - Michigan...",https://www.indeed.com/rc/clk?jk=48c8674a214e85af&fccid=7a11eee3ff8b533d&vjs=3,Neiman Marcus, There are 38 full-line Neiman Marcus stores in cosmopolitan markets across the United States and a sophisticated digital platform that attracts shoppers,"Chicago, IL 60611 
(Streeterville area)","Posted
Posted 30+ days ago",3.6,10/10/2022,
4527,"Chicago, IL",social impact,Associate,https://www.indeed.com/rc/clk?jk=53e48e3c53d5c790&fccid=b8540d4697676178&vjs=3,Avison Young," This role provides a sales-driven individual who is looking to grow their career in commercial real estate.
 Coordinate and accompany clients to property sites","Chicago, IL 60606 
(The Loop area)","Posted
Posted 30+ days ago",3.6,10/10/2022,
4528,"Chicago, IL",social impact,Staff Attorney - Individual Rights & Social Justice,https://www.indeed.com/rc/clk?jk=c24e8346ad0b51f6&fccid=fe876865a39a3fd1&vjs=3,Metropolitan Family Services," Using client centered trauma informed techniques, provide high quality legal services to clients in all aspects of representation, from interviewing to","Chicago, IL 60602 
(The Loop area)
+1 location","Posted
Posted 30+ days ago",3.6,10/10/2022,
